id,premise,hypothesis,lang_abv,language,label
5130fd2cb5,comment considered formulating interim rule,The rule developed interim put together comment mind,en,English,0
5b72532a0b,These issue wrestle practice group law firm said,Practice group permitted work issue,en,English,2
3931fbe82a,"Little things like these make a huge difference, I try to do",I was trying to accomplish something,fr,French,0
5622f0c60b,know ca n't really defend like somebody grown uh say age know yeah,They can't defend age,en,English,0
86aaa48b45,"The same is true in role playing. Opportunities to express themselves and play multiple roles may help children recognize similarities and differences between people in their desires, beliefs, and feelings.",Children can see how different ethnicities are.,th,Thai,1
ed7d6a1e62,"You may hear someone on a farm say we should slaughter the oxen that are penned in, which probably means separate the ones to be loaded.",On the farm people use different terms,tr,Turkish,0
5a0f4908a0,"Upon his return to the United States, Hajj was met at the airport by FBI agents, interrogated, and the next day before a federal grand jury indicted Osama bin Laden.",Hague was investigated by FBI agents,ur,Urdu,0
fdcd1bd867,From Cockpit Country St. Ann 's Bay,From St. Ann 's Bay Cockpit Country,en,English,2
7cfb3d272c,Look 's skin 're going trouble n't get busy,The bos fire see slacking,en,English,1
8c10229663,Every hundred degrees the paint spots change their color red change color blue,Paint changes according to color,ru,Russian,0
a1971593d5,"We may not have had everything we wanted or saw other people have, but she provided the essentials we needed.",We had everything we really needed.,bg,Bulgarian,0
2bf4b86d4f,Twenty percent interest falls,Might be interested in more 20,de,German,1
91b03f6bf4,"If possible, define the plot in advance","Try to understand the beginning plot, if you can",ar,Arabic,0
4c25aa4c06,I hope your lordship will at last begin to see the folly of granting a king's council to such a man against all my suggestions.,Your Excellency has just accepted my opinion and acted accordingly.,zh,Chinese,2
82f24422eb,Mjodi claims that he went home to Morocco to get married but was unable to do so because he was injured in a car accident.,Mazoudi claimed that he went along with the plan as planned.,hi,Hindi,2
6d63ae6397,Children would knock on their neighbors' doors and,Children could go to their neighbors house.,sw,Swahili,0
dd4f0d9f25,`` If people knew fatally easy poison one mistake would n't joke,Many people poisoned someone mistake,en,English,1
0a3f52c547,My little corner world policy wonking example,An example policy wonking,en,English,0
4b0eca3ccb,life prison 's available parole 's 's life day 's eligible parole know let 's quit BSing system,The system corrupt wo n't able get parole 's life day,en,English,1
cad235551c,The street crammed vendor selling shrine offering sweet curd coconut well garland holy image,Vendors lined street torch fire,en,English,2
d8b3a4fb06,North Mytilini stop village Moria find remains huge Roman aqueduct surrounded grazing goat,There nothing special see village Moria,en,English,2
